WAVY_001:media:23,5:127.0.0.1
WAVY_001:media:0,6:127.0.0.1
WAVY_001:media:26,4:127.0.0.1
WAVY_001:media:35,4:127.0.0.1
WAVY_001:media:35,7:127.0.0.1
WAVY_001:media:24,7:127.0.0.1
WAVY_001:media:35,3:127.0.0.1
WAVY_001:media:23,1:127.0.0.1
WAVY_001:media:27,2:127.0.0.1
WAVY_001:media:12,6:127.0.0.1
WAVY_001:media:29,9:127.0.0.1
WAVY_001:media:8,6:127.0.0.1
WAVY_001:media:8,1:127.0.0.1
WAVY_001:media:11,4:127.0.0.1
WAVY_001:media:39,1:127.0.0.1
WAVY_001:media:29,2:127.0.0.1
WAVY_001:media:13,5:127.0.0.1
WAVY_001:media:27,9:127.0.0.1
WAVY_001:media:1,0:127.0.0.1
WAVY_001:media:13,8:127.0.0.1
WAVY_001:media:24,2:127.0.0.1
WAVY_001:media:24,8:127.0.0.1
WAVY_001:media:7,0:127.0.0.1
WAVY_001:media:25,4:127.0.0.1
WAVY_001:media:25,7:127.0.0.1
WAVY_001:media:8,7:127.0.0.1
WAVY_001:media:32,5:127.0.0.1
WAVY_001:media:4,7:127.0.0.1
WAVY_001:media:32,5:127.0.0.1
WAVY_001:media:30,8:127.0.0.1
WAVY_001:media:13,1:127.0.0.1
WAVY_001:media:15,5:127.0.0.1
WAVY_001:media:13,7:127.0.0.1
WAVY_001:media:29,1:127.0.0.1
WAVY_001:media:1,2:127.0.0.1
WAVY_001:media:23,1:127.0.0.1
WAVY_001:media:17,9:127.0.0.1
WAVY_001:media:3,1:127.0.0.1
WAVY_001:media:27,8:127.0.0.1
WAVY_001:media:33,8:127.0.0.1
WAVY_001:media:5,7:127.0.0.1
WAVY_001:media:5,0:127.0.0.1
WAVY_001:media:29,9:127.0.0.1
WAVY_001:media:27,1:127.0.0.1
WAVY_001:media:26,2:127.0.0.1
WAVY_001:media:2,6:127.0.0.1
WAVY_001:media:24,4:127.0.0.1
WAVY_001:media:1,3:127.0.0.1
WAVY_001:media:5,1:127.0.0.1
WAVY_001:media:2,8:127.0.0.1
WAVY_001:media:3,2:127.0.0.1
WAVY_001:media:5,1:127.0.0.1
WAVY_001:media:24,2:127.0.0.1
WAVY_001:media:37,1:127.0.0.1
WAVY_001:media:2,4:127.0.0.1
WAVY_001:media:16,4:127.0.0.1
WAVY_001:media:12,3:127.0.0.1
WAVY_001:media:38,4:127.0.0.1
WAVY_001:media:25,1:127.0.0.1
WAVY_001:media:10,9:127.0.0.1
WAVY_001:media:24,8:127.0.0.1
WAVY_001:media:12,1:127.0.0.1
WAVY_001:media:32,6:127.0.0.1
WAVY_001:media:25,1:127.0.0.1
WAVY_001:media:28,9:127.0.0.1
WAVY_001:media:21,0:127.0.0.1
WAVY_001:media:36,9:127.0.0.1
WAVY_001:media:29,4:127.0.0.1
WAVY_001:media:20,3:127.0.0.1
WAVY_001:media:3,6:127.0.0.1
WAVY_001:media:7,9:127.0.0.1
WAVY_001:media:31,2:127.0.0.1
WAVY_001:media:17,9:127.0.0.1
WAVY_001:media:23,5:127.0.0.1
WAVY_001:media:15,7:127.0.0.1
WAVY_001:media:33,8:127.0.0.1
WAVY_001:media:31,5:127.0.0.1
WAVY_001:media:10,7:127.0.0.1
WAVY_001:media:20,2:127.0.0.1
WAVY_001:media:10,6:127.0.0.1
WAVY_001:media:5,7:127.0.0.1
WAVY_001:media:18,4:127.0.0.1
WAVY_001:media:30,9:127.0.0.1
WAVY_001:media:27,1:127.0.0.1
WAVY_001:media:15,8:127.0.0.1
WAVY_001:media:3,4:127.0.0.1
WAVY_001:media:26,1:127.0.0.1
WAVY_001:media:5,5:127.0.0.1
WAVY_001:media:22,8:127.0.0.1
WAVY_001:media:2,8:127.0.0.1
WAVY_001:media:10,0:127.0.0.1
WAVY_001:media:5,9:127.0.0.1
WAVY_001:media:14,4:127.0.0.1
WAVY_001:media:32,7:127.0.0.1
WAVY_001:media:14,4:127.0.0.1
WAVY_001:media:11,8:127.0.0.1
WAVY_001:media:8,3:127.0.0.1
WAVY_001:media:31,5:127.0.0.1
WAVY_001:media:7,5:127.0.0.1
WAVY_001:media:13,2:127.0.0.1
WAVY_001:media:3,2:127.0.0.1
WAVY_001:media:9,3:127.0.0.1
WAVY_001:media:15,2:127.0.0.1
WAVY_001:media:34,1:127.0.0.1
WAVY_001:media:39,0:127.0.0.1
WAVY_001:media:37,8:127.0.0.1
WAVY_001:media:15,7:127.0.0.1
WAVY_001:media:19,3:127.0.0.1
WAVY_001:media:9,4:127.0.0.1
WAVY_001:media:1,2:127.0.0.1
WAVY_001:media:25,8:127.0.0.1
WAVY_001:media:37,5:127.0.0.1
WAVY_001:media:24,4:127.0.0.1
WAVY_001:media:35,6:127.0.0.1
